libxfont2 2.0.5-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-3
libxkbcommon 1.3.1-1
libxkbcommon-x11 1.3.1-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml2 2.9.12-3
libxmu 1.1.3-2
libxnvctrl 495.44-1
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxshmfence 1.3-2
libxslt 1.1.34-6
libxss 1.2.3-3
libxt 1.2.1-1
libxtst 1.2.3-4
libxv 1.0.11-4
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libyuv r2266+eb6e7bb6-1
libzip 1.8.0-1
libzmf 0.0.2-11
licenses 20200427-1
lilv 0.24.12-2
linux 5.15.5.arch1-1
linux-api-headers 5.12.3-1
linux-firmware 20211027.1d00989-1
lld 13.0.0-1
llvm 13.0.0-3
llvm-libs 13.0.0-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
log4cplus 2.0.7-1
lpsolve 5.5.2.11-1
lsof 4.94.0-1
lua 5.4.3-1
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.0.5-3
luit 20210218-1
lv2 1.18.2-1
lvm2 2.03.14-2
lxappearance 0.6.3-4
ly 0.5.3-0
lz4 1:1.9.3-2
lzo 2.10-3
m17n-db 1.8.0-3
m17n-lib 1.8.0-11
m4 1.4.19-1
mailcap 2.1.53-1
maim 5.7.4-2
make 4.3-3
man-db 2.9.4-2
man-pages 5.13-1
mbedtls 2.27.0-1
md4c 0.4.8-1
mdadm 4.1-2
mesa 21.2.5-1
metis 5.1.0.p10-2
minizip 1:1.2.11-4
mkinitcpio 31-1
mkinitcpio-busybox 1.34.1-1
mobile-broadband-provider-info 20210805-1
mpd 0.23.5-1
mpfr 4.1.0.p13-1
mpg123 1.29.2-1
mpv 1:0.34.0-2
msgpack-c 4.0.0-1
msitools 0.101-3
mtdev 1.1.6-1
mujs 1.1.3-1
mypaint-brushes1 1.3.1-1
ncmpcpp 0.9.2-4
ncurses 6.3-1
ndctl 71.1-1
neofetch 7.1.0-2
neon 0.32.1-1
neovim 0.6.0-1
nerd-fonts-complete-starship 2.1.0-1
netpbm 10.73.36-1
netstandard-targeting-pack 6.0.0.sdk100-2
nettle 3.7.3-1
nim 1.4.8-1
nitrogen 1.6.1-4
node-gyp 8.2.0-1
nodejs 17.1.0-2
nodejs-nopt 5.0.0-2
noto-fonts 20201226-2
noto-fonts-cjk 20211026-1
noto-fonts-emoji 20211101-1
noto-fonts-extra 20201226-2
npm 8.1.3-1
npth 1.6-3
nspr 4.32-1
nss 3.73-1
numactl 2.0.14-1
nvidia 495.44-13
nvidia-settings 495.44-1
nvidia-utils 495.44-6
obs-studio 27.1.3-1
oniguruma 6.9.7.1-1
openal 1.21.1-2
opencl-nvidia 495.44-6
opencollada 1:1.6.68-2
opencolorio 2.1.0-2
opencore-amr 0.1.5-5
openexr 3.1.3-1
openimagedenoise 1.4.1-1
openimageio 2.2.18.0-1
openjpeg2 2.4.0-1
openmpi 4.1.2-1
openshadinglanguage 1.11.16.0-1
openssh 8.8p1-1
openssl 1.1.1.l-1
opensubdiv 3.4.4-7
openvdb 9.0.0-4
openxr 1.0.20-1
opus 1.3.1-2
orc 0.4.32-1
os-prober 1.79-1
osinfo-db 20211013-1
p11-kit 0.24.0-2
p7zip 1:17.04-3
p7zip-gui 16.02-5
pacman 6.0.1-2
pacman-contrib 1.4.0-4
pacman-mirrorlist 20211114-1
pam 1.5.2-1
pambase 20211111-1
pamixer 1.5-2
pandoc 2.14.1-64
pango 1:1.48.10-1
pangomm 2.46.1-2
papirus-icon-theme 20211101-1
parted 3.4-2
paru 1.9.0-1
pasystray 0.8.0-1
patch 2.7.6-8
pavucontrol 1:5.0-1
pciutils 3.7.0-1
pcre 8.45-1
pcre2 10.39-1
perl 5.34.0-2
perl-error 0.17029-3
perl-mailtools 2.21-5
perl-timedate 2.33-3
pfetch 0.6.0-3
phodav 2.5-1
picom 8.2-1
pinentry 1.2.0-1
piper 0.6-1
pipes.sh 1.3.0-1
pipewire 1:0.3.40-1
pipewire-alsa 1:0.3.40-1
pipewire-media-session 1:0.4.1-1
pipewire-pulse 1:0.3.40-1
pixman 0.40.0-1
pkgconf 1.8.0-1
pkgfile 21-2
polkit 0.120-2
poppler 21.11.0-1
poppler-data 0.4.11-1
poppler-glib 21.11.0-1
popt 1.18-1
portaudio 1:19.7.0-1
postgresql 13.4-4
postgresql-docs 13.4-4
postgresql-libs 13.4-4
potrace 1.16-2
power-profiles-daemon 0.10.1-1
ppp 2.4.9-1
prettier 2.5.0-1
procps-ng 3.3.17-1
procs 0.11.10-1
psmisc 23.4-1
ptex 2.4.1-2
pugixml 1.11.4-1
pybind11 2.8.1-1
pypy3 7.3.7-1
pystring 1.1.3.git1-1
python 3.9.9-1
python-appdirs 1.4.4-3
python-black 21.11b1-1
python-cachecontrol 1:0.12.6-1
python-cairo 1.20.1-1
python-cffi 1.15.0-1
python-chardet 4.0.0-3
python-click 8.0.3-1
python-colorama 0.4.4-4
python-contextlib2 0.6.0.post1-3
python-cryptography 35.0.0-1
python-distlib 0.3.3-2
python-distro 1.6.0-2
python-dnspython 1:2.1.0-1
python-evdev 1.4.0-1
python-gobject 3.42.0-1
python-html5lib 1.1-9
python-idna 3.3-1
python-importlib-metadata 4.8.1-1
python-lxml 4.6.4-1
python-markdown 3.3.6-1
python-more-itertools 8.10.0-1
python-msgpack 1.0.2-2
python-mypy_extensions 0.4.3-3
python-numpy 1.21.3-1
python-ordered-set 4.0.2-3
python-packaging 20.9-2
python-pathspec 0.9.0-1
python-pep517 0.12.0-2
python-pip 20.3.4-2
python-platformdirs 2.0.2-2
python-ply 3.11-8
python-progress 1.6-2
python-psutil 5.8.0-1
python-pycparser 2.21-1
python-pycups 2.0.1-3
python-pycurl 7.44.1-1
python-pyopenssl 21.0.0-2
python-pyparsing 2.4.7-3
python-pyqt5 5.15.6-2
python-pyqt5-sip 12.9.0-1
python-regex 2021.11.10-1
python-requests 2.26.0-2
python-resolvelib 0.5.5-2
python-retrying 1.3.3-10
python-setuptools 1:57.4.0-2
python-six 1.16.0-1
python-toml 0.10.2-3
python-tomli 1.2.2-2
python-typing_extensions 3.10.0.2-2
python-urllib3 1.26.7-2
python-webencodings 0.5.1-7
python-zipp 3.6.0-1
qalculate-gtk 3.22.0-1
qbittorrent 4.3.9-1
qemu 6.1.0-5
qpdf 10.4.0-1
qt5-base 5.15.2+kde+r260-1
qt5-charts 5.15.2-1
qt5-declarative 5.15.2+kde+r41-1
qt5-location 5.15.2-4
qt5-multimedia 5.15.2-1
qt5-sensors 5.15.2-1
qt5-svg 5.15.2+kde+r13-1
qt5-tools 5.15.2+kde+r17-4
qt5-wayland 5.15.2+kde+r36-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.7-2
qt5-webkit 5.212.0alpha4-11
qt5-websockets 5.15.2+kde+r4-1
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
ragel 6.10-3
raptor 2.0.15-17
rasqal 1:0.9.33-4
rav1e 0.4.1-1
re2 1:20211101-1
readline 8.1.001-1
redland 1:1.0.17-8
reflector 2021.7.8-1
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
ristretto 0.12.1-1
rofi 1.7.1-1
rofi-calc 2.0.0-1
rofi-surfraw-git 95.8890565-1
rsync 3.2.3-4
rtkit 0.13-1
rubberband 2.0.0-1
run-parts 5.5-1
runc 1.0.2-2
rust-analyzer 20211129-1
rustup 1.24.3-2
sbc 1.5-2
screenkey 1.4-2
sdl2 2.0.18-1
sdl2_image 2.0.5-2
seabios 1.14.0-1
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
shaderc 2021.2-1
shadow 4.8.1-4
shared-mime-info 2.0+115+gd74a913-1
shell-color-scripts 1.0.r62.01fac13-1
shellcheck 0.7.2-112
slang 2.3.2-2
slop 7.5-6
smbclient 4.15.2-3
snappy 1.1.9-2
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.0-1
source-highlight 3.1.9-6
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.15.0-1
spice-gtk 0.39-3
spirv-tools 2021.3-1
sqlite 3.37.0-1
sqlitebrowser 3.12.2-1
squashfuse 0.1.104-2
sratom 0.6.8-3
srt 1.4.4-1
stacer 1.1.0-1
stack 2.7.3-72
starship 1.0.0-2
startup-notification 0.12-7
stylish-haskell 0.12.2.0-94
sudo 1.9.8.p2-3
suitesparse 5.10.1-2
surfraw 2.3.0-3
svt-av1 0.8.7-1
sxhkd 0.6.2-1
sysfsutils 2.1.1-1
systemd 249.7-2
systemd-libs 249.7-2
systemd-sysvcompat 249.7-2
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.3-1
tar 1.34-1
tbb 2020.3-1
tdb 1.4.5-1
tealdeer 1.4.1-6
tevent 1:0.11.0-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
thunar 4.16.10-1
thunderbird 91.3.2-2
tinyxml 2.6.2-8
tlp 1.4.0-1
tokei 12.1.2-1
tor 0.4.6.8-1
tracker3 3.2.1-2
trayer 1.1.8-2
tree-sitter 0.20.1-1
tslib 1.22-1
ttf-croscore 20201226-2
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-fira-mono 2:3.206-4
ttf-fira-sans 1:4.301-2
ttf-google-fonts-git 1:r3085.f3c5b833a-1
ttf-inconsolata 1:3.000-3
ttf-iosevka-nerd 2.1.0-1
ttf-joypixels 6.6.0-1
ttf-liberation 2.1.5-1
ttf-material-design-icons-git v6.5.95.r0.g8cfdab3-1
ttf-merriweather 1:2.100-1
ttf-merriweather-sans 1.008-3
ttf-ms-fonts 2.0-12
ttf-opensans 1.101-2
ttf-oswald 4.101-3
ttf-quintessential 1.001-6
ttf-roboto 2.138-4
ttf-scientifica 2.3-0
ttf-signika 2.000-1
ttf-ubuntu-font-family 0.83-7
ttf-windows 1-1
tumbler 4.16.0-3
twolame 0.4.0-2
tzdata 2021e-1
uchardet 0.0.7-1
udisks2 2.9.4-1
ufw 0.36-5
unibilium 2.1.1-1
unzip 6.0-16
upower 0.99.13-1
usbmuxd 1.1.1-1
usbredir 0.12.0-1
usbutils 014-1
util-linux 2.37.2-1
util-linux-libs 2.37.2-1
v4l-utils 1.22.1-1
vde2 2.3.2-16
vid.stab 1.1-3
virglrenderer 0.9.1-1
virt-install 3.2.0-3
virt-manager 3.2.0-3
visual-studio-code-insiders-bin 1637213953-1
vlc 3.0.16-4
vmaf 1.5.3-1
volume_key 0.3.12-5
vte-common 0.66.1-2
vte3 0.66.1-2
vulkan-icd-loader 1.2.199-2
wavpack 5.4.0-1
wayland 1.19.0-2
wayland-protocols 1.24-1
webkit2gtk 2.34.2-1
webkit2gtk-4.1 2.34.2-1
webrtc-audio-processing 0.3.1-3
which 2.21-5
wildmidi 0.4.4-1
woff2 1.0.2-3
words 2.1-6
wpebackend-fdo 1.12.0-1
wxgtk-common 3.0.5.1-2
wxgtk2 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.163.r3060.5db6aa6-1
x265 3.5-1
xbitmaps 1.1.2-2
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xcursor-breeze 1:5.22.5-1
xdg-dbus-proxy 0.1.2-3
xdg-desktop-portal 1.10.1-1
xdg-desktop-portal-gnome 41.1-1
xdg-desktop-portal-gtk 1.10.0-3
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xdo 0.5.7-2
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.0-2
xf86-input-synaptics 1.9.1-3
xf86-video-vesa 2.5.0-2
xfconf 4.16.0-2
xfsprogs 5.14.0-1
xkeyboard-config 2.34-1
xl2tpd 1.3.16-1
xmenu 4.5.5-2
xmlsec 1.2.33-1
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 21.1.1-3
xorg-server-common 21.1.1-3
xorg-server-devel 21.1.1-3
xorg-server-xephyr 21.1.1-3
xorg-server-xnest 21.1.1-3
xorg-server-xvfb 21.1.1-3
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1.1-1
xorg-xbacklight 1.2.3-2
xorg-xclipboard 1.1.3-3
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xfontsel 1.0.6-3
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwayland 21.1.3-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.5-1
xplr 0.16.4-1
xterm 370-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-2
yad 10.1-1
yajl 2.1.0-4
yaml-cpp 0.7.0-2
yarn 1.22.17-1
yasm 1.3.0-4
youtube-dl 2021.06.06-1
zathura 0.4.8-1
zathura-pdf-mupdf 0.3.7-1
zeromq 4.3.4-2
zimg 3.0.3-1
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zoxide 0.7.9-1
zstd 1.5.0-1
zziplib 0.13.72-1
